day,population,activities,time,time_in_minutes
Year 2014_Saturday,Luxembourgish, Making and care for textiles,1:03,63
Year 2014_Saturday,Luxembourgish, Gardening and pet care,1:31,91
Year 2014_Saturday,Luxembourgish, Construction and repairs,2:01,121
Year 2014_Saturday,Luxembourgish, Shopping and services (excluding online services),1:12,72
Year 2014_Saturday,Luxembourgish, Household management (excluding online services),0:43,43
Year 2014_Saturday,Luxembourgish, Childcare (less than 17 years) ,1:36,96
Year 2014_Saturday,Luxembourgish, Help to an adult household member ,0:56,56
Year 2014_Saturday,Luxembourgish,Voluntary work and meetings,2:34,154
Year 2014_Saturday,Luxembourgish, Organisational work ,3:40,220
Year 2014_Saturday,Luxembourgish, Informal help to other households,1:54,114
Year 2014_Saturday,Luxembourgish,Participatory activities,2:15,135
Year 2014_Saturday,Luxembourgish,Social life and entertainment  ,2:34,154
Year 2014_Saturday,Luxembourgish, Sociability,0:45,45
Year 2014_Saturday,Luxembourgish, Visiting and receiving visitors,2:16,136
Year 2014_Saturday,Luxembourgish, Culture,2:28,148
Year 2014_Saturday,Luxembourgish, Entertainment ,3:21,201
Year 2014_Saturday,Luxembourgish, Resting — Time out,0:37,37
Year 2014_Saturday,Luxembourgish,Sports and outdoor activities ,2:03,123
Year 2014_Saturday,Luxembourgish, Sports,2:01,121
Year 2014_Saturday,Luxembourgish,Outdoor activities ,2:47,167
Year 2014_Saturday,Luxembourgish,Hobbies and games,1:44,104
Year 2014_Saturday,Luxembourgish, Arts,1:13,73
Year 2014_Saturday,Luxembourgish, Collecting,1:00,60
Year 2014_Saturday,Luxembourgish, Computing,1:23,83
Year 2014_Saturday,Luxembourgish, Games,1:45,105
Year 2014_Saturday,Luxembourgish,Media,2:59,179
Year 2014_Saturday,Luxembourgish, Reading,1:05,65
Year 2014_Saturday,Luxembourgish," TV, video and dvd",2:44,164
Year 2014_Saturday,Luxembourgish," Listening to radio, music",0:48,48
Year 2014_Saturday,Luxembourgish,Travel,1:50,110
Year 2014_Saturday,Luxembourgish, Travel related to eating,0:42,42
Year 2014_Saturday,Luxembourgish, Travel to/from work,0:58,58
Year 2014_Saturday,Luxembourgish, Travel related to study,1:00,60
Year 2014_Saturday,Luxembourgish, Travel related to household care,0:55,55
Year 2014_Saturday,Luxembourgish, Travel related to voluntary work and meetings ,0:45,45
Year 2014_Saturday,Luxembourgish, Travel related to social life,1:22,82
Year 2014_Saturday,Luxembourgish, Travel related to sports,0:47,47
Year 2014_Saturday,Luxembourgish, Travel related to changing locality,2:48,168
Year 2014_Saturday,Portuguese,Personal care,12:31,751
Year 2014_Saturday,Portuguese,Sleep,9:30,570
Year 2014_Saturday,Portuguese,Eating,2:10,130
Year 2014_Saturday,Portuguese,Other personal care,0:53,53
Year 2014_Saturday,Portuguese,Employment,7:24,444
Year 2014_Saturday,Portuguese, Main job,7:30,450
Year 2014_Saturday,Portuguese, Job seeking,,
Year 2014_Saturday,Portuguese, Second job,4:36,276
Year 2014_Saturday,Portuguese,Study,2:08,128
Year 2014_Saturday,Portuguese, School or university,5:40,340
Year 2014_Saturday,Portuguese, Homework,1:48,108
Year 2014_Saturday,Portuguese, Free time study,0:56,56
Year 2014_Saturday,Portuguese,Household and family care,3:51,231
Year 2014_Saturday,Portuguese, Food management,1:24,84
Year 2014_Saturday,Portuguese, Household upkeep,1:19,79
Year 2014_Saturday,Portuguese, Making and care for textiles,0:59,59
Year 2014_Saturday,Portuguese, Gardening and pet care,1:29,89
Year 2014_Saturday,Portuguese, Construction and repairs,1:51,111
Year 2014_Saturday,Portuguese, Shopping and services (excluding online services),1:31,91
Year 2014_Saturday,Portuguese, Household management (excluding online services),0:54,54
Year 2014_Saturday,Portuguese, Childcare (less than 17 years) ,1:45,105
Year 2014_Saturday,Portuguese, Help to an adult household member ,1:33,93
Year 2014_Saturday,Portuguese,Voluntary work and meetings,1:31,91
Year 2014_Saturday,Portuguese, Organisational work ,,
Year 2014_Saturday,Portuguese, Informal help to other households,1:38,98
Year 2014_Saturday,Portuguese,Participatory activities,1:28,88
Year 2014_Saturday,Portuguese,Social life and entertainment  ,1:56,116
Year 2014_Saturday,Portuguese, Sociability,1:05,65
Year 2014_Saturday,Portuguese, Visiting and receiving visitors,1:33,93
Year 2014_Saturday,Portuguese, Culture,2:32,152
Year 2014_Saturday,Portuguese, Entertainment ,2:21,141
Year 2014_Saturday,Portuguese, Resting — Time out,0:33,33
Year 2014_Saturday,Portuguese,Sports and outdoor activities ,1:55,115
Year 2014_Saturday,Portuguese, Sports,1:55,115
Year 2014_Saturday,Portuguese,Outdoor activities ,,
Year 2014_Saturday,Portuguese,Hobbies and games,2:05,125
Year 2014_Saturday,Portuguese, Arts,1:19,79
Year 2014_Saturday,Portuguese, Collecting,,
Year 2014_Saturday,Portuguese, Computing,1:16,76
Year 2014_Saturday,Portuguese, Games,2:37,157
Year 2014_Saturday,Portuguese,Media,3:06,186
Year 2014_Saturday,Portuguese, Reading,1:05,65
Year 2014_Saturday,Portuguese," TV, video and dvd",3:03,183
Year 2014_Saturday,Portuguese," Listening to radio, music",0:44,44
Year 2014_Saturday,Portuguese,Travel,1:35,95
Year 2014_Saturday,Portuguese, Travel related to eating,1:00,60
Year 2014_Saturday,Portuguese, Travel to/from work,1:04,64
Year 2014_Saturday,Portuguese, Travel related to study,0:50,50
Year 2014_Saturday,Portuguese, Travel related to household care,0:58,58
Year 2014_Saturday,Portuguese, Travel related to voluntary work and meetings ,0:40,40
Year 2014_Saturday,Portuguese, Travel related to social life,1:04,64
Year 2014_Saturday,Portuguese, Travel related to sports,0:57,57
Year 2014_Saturday,Portuguese, Travel related to changing locality,,
Year 2014_Saturday,Other nationalities,Personal care,12:25,745
Year 2014_Saturday,Other nationalities,Sleep,9:16,556
Year 2014_Saturday,Other nationalities,Eating,2:14,134
Year 2014_Saturday,Other nationalities,Other personal care,0:58,58
Year 2014_Saturday,Other nationalities,Employment,5:54,354
Year 2014_Saturday,Other nationalities, Main job,6:17,377
Year 2014_Saturday,Other nationalities, Job seeking,,
Year 2014_Saturday,Other nationalities, Second job,2:06,126
Year 2014_Saturday,Other nationalities,Study,2:23,143
Year 2014_Saturday,Other nationalities, School or university,0:30,30
Year 2014_Saturday,Other nationalities, Homework,2:40,160
Year 2014_Saturday,Other nationalities, Free time study,1:45,105
Year 2014_Saturday,Other nationalities,Household and family care,3:26,206
Year 2014_Saturday,Other nationalities, Food management,1:11,71
Year 2014_Saturday,Other nationalities, Household upkeep,1:04,64
Year 2014_Saturday,Other nationalities, Making and care for textiles,0:43,43
Year 2014_Saturday,Other nationalities, Gardening and pet care,1:02,62
Year 2014_Saturday,Other nationalities, Construction and repairs,1:09,69
Year 2014_Saturday,Other nationalities, Shopping and services (excluding online services),1:27,87
Year 2014_Saturday,Other nationalities, Household management (excluding online services),0:50,50
Year 2014_Saturday,Other nationalities, Childcare (less than 17 years) ,2:14,134
Year 2014_Saturday,Other nationalities, Help to an adult household member ,,
Year 2014_Saturday,Other nationalities,Voluntary work and meetings,1:52,112
Year 2014_Saturday,Other nationalities, Organisational work ,1:51,111
Year 2014_Saturday,Other nationalities, Informal help to other households,1:54,114
Year 2014_Saturday,Other nationalities,Participatory activities,1:44,104
Year 2014_Saturday,Other nationalities,Social life and entertainment  ,2:08,128
Year 2014_Saturday,Other nationalities, Sociability,0:58,58
Year 2014_Saturday,Other nationalities, Visiting and receiving visitors,1:31,91
Year 2014_Saturday,Other nationalities, Culture,2:03,123
Year 2014_Saturday,Other nationalities, Entertainment ,2:59,179
Year 2014_Saturday,Other nationalities, Resting — Time out,0:25,25
Year 2014_Saturday,Other nationalities,Sports and outdoor activities ,2:06,126
Year 2014_Saturday,Other nationalities, Sports,2:06,126
Year 2014_Saturday,Other nationalities,Outdoor activities ,1:20,80
Year 2014_Saturday,Other nationalities,Hobbies and games,1:52,112
Year 2014_Saturday,Other nationalities, Arts,2:23,143
Year 2014_Saturday,Other nationalities, Collecting,,
Year 2014_Saturday,Other nationalities, Computing,1:26,86
Year 2014_Saturday,Other nationalities, Games,1:57,117
Year 2014_Saturday,Other nationalities,Media,3:01,181
Year 2014_Saturday,Other nationalities, Reading,1:18,78
Year 2014_Saturday,Other nationalities," TV, video and dvd",2:41,161
Year 2014_Saturday,Other nationalities," Listening to radio, music",0:37,37
Year 2014_Saturday,Other nationalities,Travel,1:45,105
Year 2014_Saturday,Other nationalities, Travel related to eating,0:37,37
Year 2014_Saturday,Other nationalities, Travel to/from work,1:00,60
Year 2014_Saturday,Other nationalities, Travel related to study,0:33,33
Year 2014_Saturday,Other nationalities, Travel related to household care,1:02,62
Year 2014_Saturday,Other nationalities, Travel related to voluntary work and meetings ,0:49,49
Year 2014_Saturday,Other nationalities, Travel related to social life,1:17,77
Year 2014_Saturday,Other nationalities, Travel related to sports,0:37,37
Year 2014_Saturday,Other nationalities, Travel related to changing locality,,
Year 2014_Saturday,Single person household,Personal care,12:30,750
Year 2014_Saturday,Single person household,Sleep,9:24,564
Year 2014_Saturday,Single person household,Eating,1:57,117
Year 2014_Saturday,Single person household,Other personal care,1:14,74
Year 2014_Saturday,Single person household,Employment,5:36,336
Year 2014_Saturday,Single person household, Main job,5:36,336
Year 2014_Saturday,Single person household, Job seeking,,
Year 2014_Saturday,Single person household, Second job,,
Year 2014_Saturday,Single person household,Study,3:23,203
Year 2014_Saturday,Single person household, School or university,,
Year 2014_Saturday,Single person household, Homework,3:50,230
Year 2014_Saturday,Single person household, Free time study,3:00,180
Year 2014_Saturday,Single person household,Household and family care,2:58,178
Year 2014_Saturday,Single person household, Food management,0:54,54
Year 2014_Saturday,Single person household, Household upkeep,0:48,48
Year 2014_Saturday,Single person household, Making and care for textiles,0:51,51
Year 2014_Saturday,Single person household, Gardening and pet care,1:21,81
Year 2014_Saturday,Single person household, Construction and repairs,0:20,20
Year 2014_Saturday,Single person household, Shopping and services (excluding online services),1:19,79
Year 2014_Saturday,Single person household, Household management (excluding online services),0:54,54
Year 2014_Saturday,Single person household, Childcare (less than 17 years) ,,
Year 2014_Saturday,Single person household, Help to an adult household member ,,
Year 2014_Saturday,Single person household,Voluntary work and meetings,1:50,110
Year 2014_Saturday,Single person household, Organisational work ,1:49,109
Year 2014_Saturday,Single person household, Informal help to other households,1:47,107
Year 2014_Saturday,Single person household,Participatory activities,0:10,10
Year 2014_Saturday,Single person household,Social life and entertainment  ,2:34,154
Year 2014_Saturday,Single person household, Sociability,0:55,55
Year 2014_Saturday,Single person household, Visiting and receiving visitors,1:35,95
Year 2014_Saturday,Single person household, Culture,2:03,123
Year 2014_Saturday,Single person household, Entertainment ,2:35,155
Year 2014_Saturday,Single person household, Resting — Time out,0:26,26
Year 2014_Saturday,Single person household,Sports and outdoor activities ,1:37,97
Year 2014_Saturday,Single person household, Sports,1:37,97
Year 2014_Saturday,Single person household,Outdoor activities ,,
Year 2014_Saturday,Single person household,Hobbies and games,1:13,73
Year 2014_Saturday,Single person household, Arts,1:06,66
Year 2014_Saturday,Single person household, Collecting,,
Year 2014_Saturday,Single person household, Computing,1:03,63
Year 2014_Saturday,Single person household, Games,0:51,51
Year 2014_Saturday,Single person household,Media,3:11,191
Year 2014_Saturday,Single person household, Reading,1:51,111
Year 2014_Saturday,Single person household," TV, video and dvd",2:38,158
Year 2014_Saturday,Single person household," Listening to radio, music",0:33,33
Year 2014_Saturday,Single person household,Travel,1:53,113
Year 2014_Saturday,Single person household, Travel related to eating,0:27,27
Year 2014_Saturday,Single person household, Travel to/from work,0:50,50
Year 2014_Saturday,Single person household, Travel related to study,,
Year 2014_Saturday,Single person household, Travel related to household care,0:57,57
Year 2014_Saturday,Single person household, Travel related to voluntary work and meetings ,0:28,28
Year 2014_Saturday,Single person household, Travel related to social life,1:07,67
Year 2014_Saturday,Single person household, Travel related to sports,0:44,44
Year 2014_Saturday,Single person household, Travel related to changing locality,,
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Personal care,11:47,707
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Sleep,8:36,516
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Eating,2:17,137
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Other personal care,0:55,55
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Employment,6:30,390
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Main job,6:30,390
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Job seeking,,
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Second job,7:50,470
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Study,3:26,206
Year 2014_Saturday,Two or more adults and at least one child (<18 years), School or university,0:40,40
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Homework,2:30,150
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Free time study,3:30,210
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Household and family care,4:35,275
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Food management,1:15,75
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Household upkeep,1:06,66
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Making and care for textiles,1:02,62
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Gardening and pet care,1:25,85
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Construction and repairs,2:04,124
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Shopping and services (excluding online services),1:16,76
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Household management (excluding online services),0:43,43
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Childcare (less than 17 years) ,1:54,114
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Help to an adult household member ,0:20,20
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Voluntary work and meetings,1:51,111
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Organisational work ,2:20,140
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Informal help to other households,1:30,90
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Participatory activities,1:44,104
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Social life and entertainment  ,2:00,120
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Sociability,0:48,48
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Visiting and receiving visitors,1:33,93
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Culture,2:28,148
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Entertainment ,3:08,188
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Resting — Time out,0:28,28
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Sports and outdoor activities ,2:06,126
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Sports,2:01,121
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Outdoor activities ,3:15,195
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Hobbies and games,1:22,82
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Arts,0:48,48
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Collecting,1:00,60
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Computing,1:14,74
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Games,1:02,62
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Media,2:30,150
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Reading,0:58,58
Year 2014_Saturday,Two or more adults and at least one child (<18 years)," TV, video and dvd",2:20,140
Year 2014_Saturday,Two or more adults and at least one child (<18 years)," Listening to radio, music",0:26,26
Year 2014_Saturday,Two or more adults and at least one child (<18 years),Travel,1:43,103
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel related to eating,0:41,41
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel to/from work,0:57,57
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel related to study,0:50,50
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel related to household care,0:59,59
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel related to voluntary work and meetings ,1:02,62
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel related to social life,1:12,72
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel related to sports,0:49,49
Year 2014_Saturday,Two or more adults and at least one child (<18 years), Travel related to changing locality,,
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Personal care,12:15,735
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Sleep,9:02,542
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Eating,2:17,137
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Other personal care,0:58,58
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Employment,6:33,393
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Main job,6:39,399
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Job seeking,,
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Second job,1:10,70
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Study,2:24,144
Year 2014_Saturday,"Two or more adults, no children (<18 years)", School or university,,
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Homework,4:21,261
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Free time study,1:37,97
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Household and family care,3:42,222
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Food management,1:17,77
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Household upkeep,1:16,76
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Making and care for textiles,0:59,59
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Gardening and pet care,1:19,79
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Construction and repairs,1:55,115
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Shopping and services (excluding online services),1:33,93
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Household management (excluding online services),0:47,47
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Childcare (less than 17 years) ,,
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Help to an adult household member ,1:23,83
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Voluntary work and meetings,2:06,126
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Organisational work ,3:51,231
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Informal help to other households,1:28,88
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Participatory activities,1:38,98
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Social life and entertainment  ,2:08,128
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Sociability,0:53,53
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Visiting and receiving visitors,1:54,114
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Culture,2:28,148
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Entertainment ,2:37,157
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Resting — Time out,0:32,32
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Sports and outdoor activities ,1:53,113
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Sports,1:52,112
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Outdoor activities ,2:20,140
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Hobbies and games,1:46,106
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Arts,2:46,166
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Collecting,,
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Computing,1:32,92
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Games,1:12,72
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Media,3:06,186
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Reading,1:14,74
Year 2014_Saturday,"Two or more adults, no children (<18 years)"," TV, video and dvd",2:54,174
Year 2014_Saturday,"Two or more adults, no children (<18 years)"," Listening to radio, music",0:35,35
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Travel,1:43,103
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to eating,0:39,39
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel to/from work,1:05,65
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to study,0:47,47
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to household care,1:04,64
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to voluntary work and meetings ,0:47,47
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to social life,1:11,71
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to sports,0:32,32
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to changing locality,,
Year 2014_Saturday,Population in employment,Personal care,11:54,714
Year 2014_Saturday,Population in employment,Sleep,8:45,525
Year 2014_Saturday,Population in employment,Eating,2:11,131
Year 2014_Saturday,Population in employment,Other personal care,1:01,61
Year 2014_Saturday,Population in employment,Employment,6:38,398
Year 2014_Saturday,Population in employment, Main job,6:40,400
Year 2014_Saturday,Population in employment, Job seeking,,
Year 2014_Saturday,Population in employment, Second job,1:19,79
Year 2014_Saturday,Population in employment,Study,2:47,167
Year 2014_Saturday,Population in employment, School or university,0:40,40
Year 2014_Saturday,Population in employment, Homework,4:23,263
Year 2014_Saturday,Population in employment, Free time study,2:13,133
Year 2014_Saturday,Population in employment,Household and family care,3:51,231
Year 2014_Saturday,Population in employment, Food management,1:09,69
Year 2014_Saturday,Population in employment, Household upkeep,1:07,67
Year 2014_Saturday,Population in employment, Making and care for textiles,1:00,60
Year 2014_Saturday,Population in employment, Gardening and pet care,1:19,79
Year 2014_Saturday,Population in employment, Construction and repairs,1:55,115
Year 2014_Saturday,Population in employment, Shopping and services (excluding online services),1:23,83
Year 2014_Saturday,Population in employment, Household management (excluding online services),0:48,48
Year 2014_Saturday,Population in employment, Childcare (less than 17 years) ,1:49,109
Year 2014_Saturday,Population in employment, Help to an adult household member ,1:08,68
Year 2014_Saturday,Population in employment,Voluntary work and meetings,1:54,114
Year 2014_Saturday,Population in employment, Organisational work ,2:16,136
Year 2014_Saturday,Population in employment, Informal help to other households,1:35,95
Year 2014_Saturday,Population in employment,Participatory activities,1:43,103
Year 2014_Saturday,Population in employment,Social life and entertainment  ,2:18,138
Year 2014_Saturday,Population in employment, Sociability,0:51,51
Year 2014_Saturday,Population in employment, Visiting and receiving visitors,1:57,117
Year 2014_Saturday,Population in employment, Culture,2:14,134
Year 2014_Saturday,Population in employment, Entertainment ,2:45,165
Year 2014_Saturday,Population in employment, Resting — Time out,0:29,29
Year 2014_Saturday,Population in employment,Sports and outdoor activities ,1:54,114
Year 2014_Saturday,Population in employment, Sports,1:51,111
Year 2014_Saturday,Population in employment,Outdoor activities ,2:48,168
Year 2014_Saturday,Population in employment,Hobbies and games,1:22,82
Year 2014_Saturday,Population in employment, Arts,1:25,85
Year 2014_Saturday,Population in employment, Collecting,,
Year 2014_Saturday,Population in employment, Computing,1:09,69
Year 2014_Saturday,Population in employment, Games,1:09,69
Year 2014_Saturday,Population in employment,Media,2:48,168
Year 2014_Saturday,Population in employment, Reading,1:13,73
Year 2014_Saturday,Population in employment," TV, video and dvd",2:33,153
Year 2014_Saturday,Population in employment," Listening to radio, music",0:45,45
Year 2014_Saturday,Population in employment,Travel,1:44,104
Year 2014_Saturday,Population in employment, Travel related to eating,0:37,37
Year 2014_Saturday,Population in employment, Travel to/from work,1:01,61
Year 2014_Saturday,Population in employment, Travel related to study,0:49,49
Year 2014_Saturday,Population in employment, Travel related to household care,0:59,59
Year 2014_Saturday,Population in employment, Travel related to voluntary work and meetings ,0:45,45
Year 2014_Saturday,Population in employment, Travel related to social life,1:08,68
Year 2014_Saturday,Population in employment, Travel related to sports,0:42,42
Year 2014_Saturday,Population in employment, Travel related to changing locality,,
Year 2014_Saturday,Retired,Personal care,12:13,733
Year 2014_Saturday,Retired,Sleep,8:56,536
Year 2014_Saturday,Retired,Eating,2:12,132
Year 2014_Saturday,Retired,Other personal care,1:07,67
Year 2014_Saturday,Retired,Employment,3:57,237
Year 2014_Saturday,Retired, Main job,,
Year 2014_Saturday,Retired, Job seeking,,
Year 2014_Saturday,Retired, Second job,3:57,237
Year 2014_Saturday,Retired,Study,5:30,330
Year 2014_Saturday,Retired, School or university,,
Year 2014_Saturday,Retired, Homework,,
Year 2014_Saturday,Retired, Free time study,5:30,330
Year 2014_Saturday,Retired,Household and family care,3:44,224
Year 2014_Saturday,Retired, Food management,1:15,75
Year 2014_Saturday,Retired, Household upkeep,1:11,71
Year 2014_Saturday,Retired, Making and care for textiles,0:56,56
Year 2014_Saturday,Retired, Gardening and pet care,1:53,113
Year 2014_Saturday,Retired, Construction and repairs,1:44,104
Year 2014_Saturday,Retired, Shopping and services (excluding online services),1:14,74
Year 2014_Saturday,Retired, Household management (excluding online services),0:43,43
Year 2014_Saturday,Retired, Childcare (less than 17 years) ,1:36,96
Year 2014_Saturday,Retired, Help to an adult household member ,1:22,82
Year 2014_Saturday,Retired,Voluntary work and meetings,2:39,159
Year 2014_Saturday,Retired, Organisational work ,4:30,270
Year 2014_Saturday,Retired, Informal help to other households,2:56,176
Year 2014_Saturday,Retired,Participatory activities,1:58,118
Year 2014_Saturday,Retired,Social life and entertainment  ,1:50,110
Year 2014_Saturday,Retired, Sociability,0:36,36
Year 2014_Saturday,Retired, Visiting and receiving visitors,2:02,122
Year 2014_Saturday,Retired, Culture,2:09,129
Year 2014_Saturday,Retired, Entertainment ,2:18,138
Year 2014_Saturday,Retired, Resting — Time out,0:26,26
Year 2014_Saturday,Retired,Sports and outdoor activities ,1:56,116
Year 2014_Saturday,Retired, Sports,1:53,113
Year 2014_Saturday,Retired,Outdoor activities ,3:30,210
Year 2014_Saturday,Retired,Hobbies and games,1:25,85
Year 2014_Saturday,Retired, Arts,1:44,104
Year 2014_Saturday,Retired, Collecting,1:00,60
Year 2014_Saturday,Retired, Computing,1:14,74
Year 2014_Saturday,Retired, Games,1:02,62
Year 2014_Saturday,Retired,Media,3:49,229
Year 2014_Saturday,Retired, Reading,1:00,60
Year 2014_Saturday,Retired," TV, video and dvd",3:27,207
Year 2014_Saturday,Retired," Listening to radio, music",0:23,23
Year 2014_Saturday,Retired,Travel,1:44,104
Year 2014_Saturday,Retired, Travel related to eating,1:01,61
Year 2014_Saturday,Retired, Travel to/from work,1:15,75
Year 2014_Saturday,Retired, Travel related to study,,
Year 2014_Saturday,Retired, Travel related to household care,0:44,44
Year 2014_Saturday,Retired, Travel related to voluntary work and meetings ,0:36,36
Year 2014_Saturday,Retired, Travel related to social life,1:43,103
Year 2014_Saturday,Retired, Travel related to sports,1:40,100
Year 2014_Saturday,Retired, Travel related to changing locality,0:50,50
Year 2014_Saturday,Employed in own household,Personal care,12:43,763
Year 2014_Saturday,Employed in own household,Sleep,9:17,557
Year 2014_Saturday,Employed in own household,Eating,2:25,145
Year 2014_Saturday,Employed in own household,Other personal care,1:04,64
Year 2014_Saturday,Employed in own household,Employment,3:39,219
Year 2014_Saturday,Employed in own household, Main job,,
Year 2014_Saturday,Employed in own household, Job seeking,,
Year 2014_Saturday,Employed in own household, Second job,3:39,219
Year 2014_Saturday,Employed in own household,Study,3:30,210
Year 2014_Saturday,Employed in own household, School or university,,
Year 2014_Saturday,Employed in own household, Homework,,
Year 2014_Saturday,Employed in own household, Free time study,3:30,210
Year 2014_Saturday,Employed in own household,Household and family care,5:11,311
Year 2014_Saturday,Employed in own household, Food management,1:37,97
Year 2014_Saturday,Employed in own household, Household upkeep,1:25,85
Year 2014_Saturday,Employed in own household, Making and care for textiles,1:01,61
Year 2014_Saturday,Employed in own household, Gardening and pet care,1:25,85
Year 2014_Saturday,Employed in own household, Construction and repairs,0:53,53
Year 2014_Saturday,Employed in own household, Shopping and services (excluding online services),1:29,89
Year 2014_Saturday,Employed in own household, Household management (excluding online services),0:42,42
Year 2014_Saturday,Employed in own household, Childcare (less than 17 years) ,2:43,163
